Judge Identification Number,Judge Last Name,Judge First Name,Judge Middle Name,Suffix,Birth month,Birth day,Birth year,Place of Birth (City),Place of Birth (State),Death month,Death day,Death year,Place of Death (City),Place of Death (State),Gender,Race or Ethnicity,Judge Identification Number,Court Name,Court Type,President name,Party Affiliation of President,Renominating President name,Party Affiliation of Renominating President,Nomination Date Senate Executive Journal,ABA Rating,Recess Appointment date,Vice last name (predecessor),Vice first name (predecessor),Authorization legislation,Referral date (referral to Judicial Committee),Report number,Committee action,Committee action date,Hearings,Senate voice vote,Senate vote Ayes/Nays,Senate Vote Date (Confirmation Date),Commission Date,Date of Service as Chief Judge (begin),Date of Service as Chief Judge (end),Second Date of Service as Chief Judge (begin),Second Date of Service as Chief Judge (end),Retirement from Active Service,Date of Termination,Termination specific reason,Judge Identification Number,Court Name (2),Court Type (2),President name (2),Party Affiliation of President (2),Renominating President name (2),Party Affiliation of Renominating President (2),Nomination Date Senate Executive Journal (2),ABA Rating (2),Recess Appointment date (2),Vice last name (predecessor) (2),Vice first name (predecessor) (2),Authorization legislation (2),referral date (referral to Judicial Committee) (2),Report number (2),committee action (2),Committee action date (2),Hearings (2),Senate voice vote (2),Senate vote Ayes/Nays (2),Senate Vote Date (Confirmation Date) (2),Commission Date (2),Date of Service as Chief Judge (begin) (2),Date of Service as Chief Judge (end) (2),Second Date of Service as Chief Judge (begin) (2),Second Date of Service as Chief Judge (end) (2),Retirement from Active Service (2),Date of Termination (2),Termination specific reason (2),Judge Identification Number,Court Name (3),Court Type (3),President name (3),Party Affiliation of President (3),Renominating President name (3),Party Affiliation of Renominating President (3),Nomination Date Senate Executive Journal (3),ABA Rating (3),Recess Appointment date (3),Vice last name (predecessor) (3),Vice first name (predecessor) (3),Authorization legislation (3),referral date (referral to Judicial Committee) (3),Report number (3),committee action (3),Committee action date (3),Hearings (3),Senate voice vote (3),Senate vote Ayes/Nays (3),Senate Vote Date (Confirmation Date) (3),Commission Date (3),Date of Service as Chief Judge (begin) (3),Date of Service as Chief Judge (end) (3),Second Date of Service as Chief Judge (begin) (3),Second Date of Service as Chief Judge (end) (3),Retirement from Active Service (3),Date of Termination (3),Termination specific reason (3),Judge Identification Number,Court Name (4),Court Type (4),President name (4),Party Affiliation of President (4),Renominating President name (4),Party Affiliation of Renominating President (4),Nomination Date Senate Executive Journal (4),ABA Rating (4),Recess Appointment date (4),Vice last name (predecessor) (4),Vice first name (predecessor) (4),Authorization legislation (4),referral date (referral to Judicial Committee) (4),Report number (4),committee action (4),Committee action date (4),Hearings (4),Senate voice vote (4),Senate vote Ayes/Nays (4),Senate Vote Date (Confirmation Date) (4),Commission Date (4),Date of Service as Chief Judge (begin) (4),Date of Service as Chief Judge (end) (4),Second Date of Service as Chief Judge (begin) (4),Second Date of Service as Chief Judge (end) (4),Retirement from Active Service (4),Date of Termination (4),Termination specific reason (4),Judge Identification Number,Court Name (5),Court Type (5),President name (5),Party Affiliation of President (5),Renominating President name (5),Party Affiliation of Renominating President (5),Nomination Date Senate Executive Journal (5),ABA Rating (5),Recess Appointment date (5),Vice last name (predecessor) (5),Vice first name (predecessor) (5),Authorization legislation (5),referral date (referral to Judicial Committee) (5),Report number (5),committee action (5),Committee action date (5),Hearings (5),Senate voice vote (5),Senate vote Ayes/Nays (5),Senate Vote Date (Confirmation Date) (5),Commission Date (5),Date of Service as Chief Judge (begin) (5),Date of Service as Chief Judge (end) (5),Second Date of Service as Chief Judge (begin) (5),Second Date of Service as Chief Judge (end) (5),Retirement from Active Service (5),Date of Termination (5),Termination specific reason (5),Judge Identification Number,Court Name (6),Court Type (6),President name (6),Party Affiliation of President (6),Nomination Date Senate Executive Journal (6),Renominating President name (6),Party Affiliation of Renominating President (6),ABA Rating (6),Recess Appointment date (6),Vice last name (predecessor) (6),Vice first name (predecessor) (6),Authorization legislation (6),referral date (referral to Judicial Committee) (6),Report number (6),committee action (6),Committee action date (6),Hearings (6),Senate voice vote (6),Senate vote Ayes/Nays (6),Senate Vote Date (Confirmation Date) (6),Commission Date (6),Date of Service as Chief Judge (begin) (6),Date of Service as Chief Judge (end) (6),Second Date of Service as Chief Judge (begin) (6),Second Date of Service as Chief Judge (end) (6),Retirement from Active Service (6),Date of Termination (6),Termination specific reason (6),Name of School,Degree,Degree year,Name of School (2),Degree (2),Degree year (2),Name of School (3),Degree (3),Degree year (3),Name of School (4),Degree (4),Degree year (4),Name of School (5),Degree  (5),Degree year (5),Employment text field,Bankruptcy and Magistrate service
2108,Scalia,Antonin, , ,3,11,1936,Trenton,NJ,2,13,2016,Shafter,TX,M,White,2108,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Ronald Reagan,Republican,,,07/15/1982,Qualified,,Robb,Roger, ,07/15/1982, ,Reported With Recommendation,08/04/1982, ,Yes, ,08/05/1982,08/17/1982,,,,,,09/26/1986,Appointment to Another Judicial Position,2108,Supreme Court of the United States,USSC,Ronald Reagan,Republican,,,06/24/1986, ,,Rehnquist,William H., ,06/24/1986,Exec. Rpt. 99-19,Reported With Recommendation,08/14/1986, ,No,98/0,09/17/1986,09/25/1986,,,,,,02/13/2016,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown College (now Georgetown University),B.A.,1957,Harvard Law School,LL.B.,1960,,,,,,,,,,"Sheldon fellow, Harvard University, 1960-1961<BR>Private practice, Cleveland, Ohio, 1960-1967<BR>Faculty, University of Virginia Law School, 1967-1974; associate professor, 1967-1970; professor of law, 1970-1974<BR>General counsel, Office of Telecommunications Policy, Executive Office of the President, 1971-1972<BR>Chairman, U.S. Administrative Conference, 1972-1974<BR>Assistant attorney general, Office of Legal Counsel, U.S. Department of Justice, 1974-1977<BR>Visiting professor, Georgetown University, 1977<BR>Editor, Regulation, American Enterprise Institute, 1977-1982<BR>Professor of law, University of Chicago, 1977-1982<BR>Visiting professor, Stanford University, 1980-1981<BR>","Allotment as Circuit Justice:<br>Sixth Circuit, September 26, 1986-October 8, 1990<br>District of Columbia Circuit, December 5, 1986<br>Eleventh Circuit, July 31, 1987-September 10, 1987<br>Fifth Circuit, October 9, 1990-February 13, 2016"
3258,Scarburgh,George,Parker, ,2,11,1807,Accomack County,VA,12,21,1879,Norfolk,VA,M,White,3258,Court of Claims,Court of Claims,Franklin Pierce,Democratic,,,01/22/1856, ,05/08/1855,new, ,10 Stat. 612,01/24/1856, ,Reported With Recommendation,02/11/1856, ,Yes, ,02/11/1856,02/11/1856,,,,,,04/20/1861,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law with Thomas R. Joynes, ,1827,,,,,,,,,,,,,"Private practice, Accomack County, Virginia, 1828-1844<br>Judge, Virginia Circuit Superior Court of Law and Chancery, Third Judicial Circuit, 1844-1852<br>Professor of law, College of William and Mary, 1852-1855<br>Commissioner, Confederate Court of Claims, 1861-1862<br>Private practice, Halifax County, Virginia, 1863-1865<br>Private practice, Norfolk, Virginia, 1865-1877<br>Judge, Norfolk [Virginia] Corporation Court, 1877-1879<br>",
2109,Scarlett,Francis,Muir, ,6,9,1891,Brunswick,GA,11,18,1971, , ,M,White,2109,"U. S. District Court, Southern District of Georgia",USDC,Harry S Truman,Democratic,,,01/24/1946, ,,Lovett,Archibald B., ,01/24/1946, ,Reported With Recommendation,02/13/1946, ,Yes, ,02/13/1946,02/14/1946,,,,,08/02/1968,11/18/1971,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Georgia School of Law,LL.B.,1913,,,,,,,,,,,,,"Private practice, Brunswick, Georgia, 1913-1946<BR>Solicitor, Brunswick [Georgia] City Court, 1919-1929<BR>",
2110,Schall,Alvin,Anthony, ,,,1944,New York,NY, , , , , ,M,White,2110,U. S. Court of Appeals for the Federal Circuit,USCA,George H.W. Bush,Republican,,,03/03/1992,Well Qualified,,Smith,Edward Samuel, ,03/03/1992, ,Reported With Recommendation,08/12/1992, ,Yes, ,08/12/1992,08/17/1992,,,,,10/05/2009,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,B.A.,1966,Tulane University Law School,J.D.,1969,,,,,,,,,,"Private practice, New York City, 1969-1973<BR>Assistant U.S. attorney, Eastern District of New York, 1973-1978; chief, Appeals Division, 1977-1978<BR>Trial attorney, Civil Division, U.S. Department of Justice, 1978-1987; senior trial counsel, 1986-1987<BR>Private practice, Washington, D.C., 1987-1988<BR>Assistant to the Attorney General of the United States, 1988-1992<BR>",
2111,Schatz,Albert,Gerard, ,8,4,1921,Omaha,NE,4,30,1985, , ,M,White,2111,"U. S. District Court, District of Nebraska",USDC,Richard M. Nixon,Republican,,,04/12/1973,Well Qualified,,Dier,Richard A., ,04/12/1973, ,Reported With Recommendation,05/10/1973, ,Yes, ,05/10/1973,05/11/1973,,,,,,04/30/1985,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Nebraska,A.B.,1943,Creighton University School of Law,LL.B.,1948,,,,,,,,,,"U.S. Marine Corps captain, 1943-1946<BR>Law clerk, Hon. Joseph W. Woodrough, U.S. Court of Appeals for the Eighth Circuit, 1948-1950<BR>Private practice, Omaha, Nebraska, 1950-1973",
2112,Scheindlin,Shira,A., ,,,1946,Washington,DC, , , , , ,F,White,2112,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,,,07/28/1994,Well Qualified,,Freeh,Louis J., ,07/28/1994, ,Reported With Recommendation,09/22/1994, ,Yes, ,09/28/1994,09/29/1994,,,,,08/16/2011,04/29/2016,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan,B.A.,1967,Columbia University,M.A.,1969,Cornell Law School,J.D.,1975,,,,,,,"Private practice, New York City, 1975-1976, 1990-1994, 2016-<BR>Law clerk, Hon. Charles Brieant, Jr., U.S. District Court, Southern District of New York, 1976-1977<BR>Assistant U.S. attorney, Eastern District of New York, 1977-1981<BR>General counsel, New York City Department of Investigation, 1981-1982<BR>Adjunct professor, Brooklyn Law School, 1983-1994<BR>Private practice, Short Hills, New Jersey, 1986-1990<BR>Mediator, arbitrator, and special master, JAMS, New York City, 2016-","U.S. Magistrate, U.S. District Court, Eastern District of New York, 1982-1986"
2113,Schell,Richard,A., ,,,1950,Dallas,TX, , , , , ,M,White,2113,"U. S. District Court, Eastern District of Texas",USDC,Ronald Reagan,Republican,,,04/13/1988,Qualified,,Steger,William M., ,04/13/1988, ,Reported With Recommendation,05/27/1988, ,Yes, ,05/27/1988,06/06/1988,1994,2001,,,03/10/2015,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Methodist University,B.A.,1972,Southern Methodist University School of Law,J.D.,1975,,,,,,,,,,"Instructor, Southern Methodist University Law School, 1975-1976<BR>Assistant district attorney, Collin County, Texas, 1976<BR>Private practice, McKinney, Texas, 1977-1982<BR>Judge, Collin County [Texas] Court-at-Law, 1982-1986<BR>Judge, Collin County [Texas] Two Hundred and Nineteenth District Court, 1986-1988<BR>Visiting professor, Southern Methodist University Dedman School of Law, 2010-",
3071,Schiavelli,George,P., ,,,1948,Miami Beach,FL, , , , , ,M,White,3071,"U. S. District Court, Central District of California",USDC,George W. Bush,Republican,,,01/20/2004,Well Qualified,,Baird,Lourdes G., ,01/20/2004, ,Reported With Recommendation,04/29/2004,4/8/2004,Yes, ,06/24/2004,07/08/2004,,,,,,10/05/2008,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University,A.B.,1970,"University of California, Los Angeles, School of Law",J.D.,1974,,,,,,,,,,"Private practice, Los Angeles, California, 1974-1994, 2000-2004, 2008-<br>Judge, Superior Court of California, County of Los Angeles, 1994-2000",
2868,Schiller,Berle,M., ,,,1944,Brooklyn,NY, , , , , ,M,White,2868,"U. S. District Court, Eastern District of Pennsylvania",USDC,William J. Clinton,Democratic,,,04/11/2000,Well Qualified,,Gawthrop,Robert S., ,04/11/2000, ,Reported With Recommendation,05/18/2000,5/10/2000,Yes, ,05/24/2000,06/02/2000,,,,,06/18/2012,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowdoin College,B.A.,1965,New York University School of Law,J.D.,1968,,,,,,,,,,"Private practice, Pennsylvania, 1968-1969, 1972-1993<BR>Deputy attorney general, Commonwealth of Pennsylvania, 1971<BR>Chief counsel, Federal Transit Administration, 1994-1996<BR>Judge, Superior Court of Pennsylvania, 1996-2000",
3109,Schiltz,Patrick,Joseph, ,,,1960,Duluth,MN, , , , , ,M,White,3109,"U. S. District Court, District of Minnesota",USDC,George W. Bush,Republican,,,12/14/2005,Well Qualified,,Kyle,Richard H., ,12/14/2005, ,Reported With Recommendation,03/30/2006,3/1/2006,Yes, ,04/26/2006,04/28/2006,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College of St. Scholastica,B.A.,1981,Harvard Law School,J.D.,1985,,,,,,,,,,"Law clerk, Hon. Antonin Scalia, U.S. Court of Appeals for the District of Columbia Circuit, 1985-1986<br>Law clerk, Hon. Antonin Scalia, Supreme Court of the United States, 1986-1987<br>Private practice, Minnesota, 1987-1995<br>Associate professor of law, University of Notre Dame Law School, 1995-2000<br>University of St. Thomas School of Law, 2000-2006; associate dean, 2000-2003; law professor, 2003-2006",
2114,Schlesinger,Harvey,Erwin, ,,,1940,New York,NY, , , , , ,M,White,2114,"U. S. District Court, Middle District of Florida",USDC,George H.W. Bush,Republican,,,05/23/1991,Well Qualified,,Melton,Howell  W., ,05/23/1991, ,Reported With Recommendation,06/27/1991, ,Yes, ,06/27/1991,07/02/1991,,,,,06/05/2006,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Citadel,B.A.,1962,"University of Richmond, T.C. Williams School of Law",J.D.,1965,,,,,,,,,,"U.S. Army captain, 1965-1968<BR>Instructor, John Marshall Law School, 1967-1968<BR>Corporate counsel, Seaboard Coast Line Railroad, Jacksonville, Florida, 1968-1970<BR>Chief assistant U.S. attorney, Middle District of Florida, 1970-1975<BR>Adjunct professor, University of North Florida, 1984-1992<BR>","U.S. Magistrate, U.S. District Court, Middle District of Florida, 1975-1991"
3481,Schmehl,Jeffrey,L., ,,,1955,Reading,PA, , , , , ,M,White,3481,"U. S. District Court, Eastern District of Pennsylvania",USDC,Barack Obama,Democratic,,,01/04/2013,Well Qualified,,Golden,Thomas M., ,01/04/2013, ,Reported With Recommendation,03/07/2013,02/13/2013,No,100/0,06/13/2013,06/25/2013,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dickinson College,B.A.,1977,University of Toledo College of Law,J.D.,1980,,,,,,,,,,"Assistant public defender, Berks County, Pennsylvania, 1980-1981<BR>Assistant district attorney, Berks County, Pennsylvania, 1981-1986<BR>Private practice, West Reading, Pennsylvania, 1981-1986<BR>Private practice, Reading, Pennsylvania, 1986-1997<BR>Solicitor, Berks County, Pennsylvania, 1989-1997<BR>Judge, Court of Common Pleas of Berks County [Pennsylvania], 1998-2013; president judge, 2007-2013<BR><BR>Nominated to U.S. District Court for the Eastern District of Pennsylvania, November 27, 2012; no Senate vote",
2115,Schnacke,Robert,Howard, ,10,8,1913,San Francisco,CA,6,5,1994, , ,M,White,2115,"U. S. District Court, Northern District of California",USDC,Richard M. Nixon,Republican,,,09/10/1970,Well Qualified,,Harris,George B., ,09/10/1970, ,Reported Without Recommendation,10/13/1970, ,Yes, ,10/13/1970,10/15/1970,,,,,12/31/1983,06/05/1994,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Hastings College of the Law",J.D.,1938,,,,,,,,,,,,,"Private practice, San Francisco, California, 1938-1942, 1946, 1951-1953, 1959-1968<BR>U.S. Army special agent, Counter Intelligence Corps, 1942-1946<BR>Deputy commissioner, Division of Corporations, State of California, 1947-1951<BR>Assistant U.S. attorney and chief, Criminal Division, Northern District of California, 1953-1958<BR>U.S. attorney for the Northern District of California, 1958-1959<BR>Judge, Superior Court of California, 1968-1970",
2116,Schnackenberg,Elmer,Jacob, ,8,22,1889,Indianapolis,IN,9,15,1968, , ,M,White,2116,U. S. Court of Appeals for the Seventh Circuit,USCA,Dwight D. Eisenhower,Republican,,,01/11/1954, ,11/17/1953,"Kerner, Sr.",Otto, ,01/11/1954, ,Reported With Recommendation,02/08/1954, ,Yes, ,02/09/1954,02/09/1954,,,,,,09/15/1968,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Chicago Law School,LL.B.,1912,,,,,,,,,,,,,"Private practice, Chicago, Illinois, 1912-1945<BR>State representative, Illinois, 1912-1913, 1922-1944; speaker, 1941-1944<BR>General attorney, South Park Commissioners, Chicago, Illinois, 1925-1930<BR>Judge, Illinois Circuit Court, Cook County, 1945-1954",
3078,Schneider,Michael,H.,Sr.,,,1943,San Antonio,TX, , , , , ,M,White,3078,"U. S. District Court, Eastern District of Texas",USDC,George W. Bush,Republican,,,05/17/2004,Well Qualified,,"Hannah, Jr.",John H., ,05/17/2004, ,Reported With Recommendation,07/20/2004,7/7/2004,No,92/1,09/07/2004,09/10/2004,,,,,01/07/2016,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lon Morris College,A.A.,1963,Stephen F. Austin State University,B.S.,1965,University of Houston Law Center,J.D.,1970,University of Virginia School of Law,LL.M.,2001,,,,"Assistant district attorney, Harris County, Texas, 1971-1975<br>Private practice, Texas, 1975-1976, 1989-1990<br>General attorney, Dresser Industries, Inc., 1976-1980<br>Judge (part-time), West University Place [Texas] Municipal Court, 1978-1990<br>General attorney, Bawden Drilling, Inc., 1980-1986<br>General solicitor, Union Pacific Railroad Company, 1986-1989<br>Presiding judge, Harris County [Texas] One Hundred and Fifty-Seventh District Court, 1990-1996<br>Chief justice, First Court of Appeals of Texas, 1996-2002<br>Justice, Supreme Court of Texas, 2002-2004",
3451,Schofield,Lorna,Gail, ,,,1956,Fort Wayne,IN, , , , , ,F,Asian American,3451,"U. S. District Court, Southern District of New York",USDC,Barack Obama,Democratic,,,04/25/2012,Well Qualified,,Scheindlin,Shira A., ,04/25/2012, ,Reported With Recommendation,07/12/2012,06/06/2012,No,91/0,12/13/2012,12/13/2012,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana University,B.A.,1977,New York University School of Law,J.D.,1981,,,,,,,,,,"Private practice, New York City, 1981-1984, 1988-2012<BR>Assistant U.S. attorney, Southern District of New York, 1984-1988",
2117,Schofield,William, , ,2,14,1857,Dudley,MA,6,10,1912, , ,M,White,2117,U. S. Circuit Courts for the First Circuit,USCC (1869),William H. Taft,Republican,,,05/25/1911, ,,Lowell,Francis Cabot, ,05/25/1911, ,Reported With Recommendation,06/06/1911, ,Yes, ,06/06/1911,06/06/1911,,,,,,12/31/1911,Abolition of Court,2117,U. S. Court of Appeals for the First Circuit,USCA,William H. Taft,Republican,,,05/25/1911, ,,Lowell,Francis Cabot, ,05/25/1911, ,Reported With Recommendation,06/06/1911, ,Yes, ,06/06/1911,06/06/1911,,,,,,06/10/1912,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard Law School,LL.B.,1883,,,,,,,,,,,,,"Private practice, Boston, Massachusetts, 1885-1903<BR>State representative, Massachusetts, 1899-1902<BR>Instructor, Harvard University, 1886-1892<BR>Associate judge, Massachusetts Superior Court, 1903-1911",
2118,Schoonmaker,Frederic,Palen, ,3,11,1870,Limestone,NY,9,5,1945, , ,M,White,2118,"U. S. District Court, Western District of Pennsylvania",USDC,Warren G. Harding,Republican,,,12/20/1922, ,,new, ,42 Stat. 837,12/20/1922, ,Reported With Recommendation,12/22/1922, ,Yes, ,12/22/1922,12/22/1922,,,,,,09/05/1945,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,A.B.,1891,Read law, ,1894,,,,,,,,,,"Private practice, Bradford, Pennsylvania, 1894-1913, 1919-1923<BR>Pennsylvania National Guard captain, 1912-1917 <BR>U.S. Army lieutenant colonel, 1917-1919",
2825,Schreier,Karen,E., ,,,1956,Sioux Falls,SD, , , , , ,F,White,2825,"U. S. District Court, District of South Dakota",USDC,William J. Clinton,Democratic,,,03/08/1999,Qualified,,Battey,Richard H., ,03/08/1999, ,Reported With Recommendation,06/24/1999,6/16/1999,No,94/4,06/30/1999,07/07/1999,2006,2013,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis University,A.B.,1978,St. Louis University School of Law,J.D.,1981,,,,,,,,,,"Law clerk, Hon. Francis Dunn, South Dakota Supreme Court, 1981-1982<BR>Private practice, Sioux Falls, South Dakota, 1982-1993<BR>U.S. attorney for the District of South Dakota, 1993-1999",
2119,Schroeder,Mary,Murphy, ,,,1940,Boulder,CO, , , , , ,F,White,2119,U. S. Court of Appeals for the Ninth Circuit,USCA,Jimmy Carter,Democratic,,,05/03/1979,Qualified,,new, ,92 Stat. 1629,05/03/1979, ,Reported With Recommendation,09/11/1979, ,Yes, ,09/25/1979,09/26/1979,2000,2007,,,12/31/2011,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swarthmore College,B.A.,1962,University of Chicago Law School,J.D.,1965,,,,,,,,,,"Trial attorney, Civil Division, U.S. Department of Justice, 1965-1969<BR>Law clerk, Hon. Jesse A. Udall, Arizona Supreme Court, 1969-1970<BR>Private practice, Phoenix, Arizona, 1971-1975<BR>Visiting instructor, Arizona State University Law School, 1975-1976, 1978<BR>Judge, Arizona Court of Appeals, Division One, 1975-1979<BR>Lecturer, Duke University, 1995<BR>",
3587,Schroeder,Robert,William,III,,,1966,Texarkana,TX, , , , , ,M,White,3587,"U. S. District Court, Eastern District of Texas",USDC,Barack Obama,Democratic,,,06/26/2014,Well Qualified,,Folsom,David, ,06/26/2014, ,Reported With Recommendation,11/20/2014,09/09/2014,Yes, ,12/16/2014,12/19/2014,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Arkansas at Little Rock,B.A.,1989,"American University, Washington College of Law",J.D.,1994,,,,,,,,,,"Assistant counsel, President William J. Clinton, 1995-1996<BR>Associate counsel, President William J. Clinton, 1997<BR>Law clerk, Hon. Richard S. Arnold, U.S. Court of Appeals for the Eighth Circuit, 1997-1999<BR>Private practice, Texarkana, Texas, 1999-2014<BR>",
